number,option1,option2,option1Votes,option2Votes,recommended,active,available,hidden,like,dislike,cat
628,Have all your shirts be 2 sizes too big,Have all your pants be 2 sizes too small,14788,1331,0,1,1,0,0,0,
629,Travel with a circus,Travel with a band,3329,12876,0,1,1,0,0,0,
630,Lose your sense of smell,Lose your sense of taste,12382,3728,0,1,1,0,0,0,
631,Own your dream house,Own your dream car,13766,2571,0,1,1,0,0,0,
632,Live the same day over and over again for one year,Lose a year of your life,6821,9300,0,1,1,0,0,0,
633,Be a famous inventor,Be a famous writer,11731,4515,0,1,1,0,0,0,
634,Have a head the size of a tennis ball,Have a head the size of a watermelon,2592,13352,0,1,1,0,0,0,
635,Give up your favorite food forever,Give up your favorite drink forever,4419,11638,0,1,1,0,0,0,
636,Never be able to go out during the day,Never be able to go out at night,4301,11763,0,1,1,0,0,0,
637,Be half your weight,Double your weight,9495,6600,0,1,1,0,0,0,
638,Wrestle an alligator,Wrestle a bear,10457,5671,0,1,1,0,0,0,
639,Sneeze every time you greet someone,Burp every time you dismiss someone (e.g. say bye),9540,6471,0,1,1,0,0,0,
640,Own a private island,Own a private jet,10846,5377,0,1,1,0,0,0,
641,Be a genius that nobody believes,Be an idiot that everyone believes,11218,4987,0,1,1,0,0,0,
642,Become a stranger's puppet for a day,Be locked in a small room for a day with only water,4180,11695,0,1,1,0,0,0,
643,Stand all day,Sit all day,5676,10482,0,1,1,0,0,0,
644,"Win $50,000","Let your best friend win $500,000",6091,10034,0,1,1,0,0,0,
645,Face your biggest fear once,Have constant small fears daily,13156,2771,0,1,1,0,0,0,
646,Move to a new city or town every week,Never be able to leave the city or town you were born in,8509,7445,0,1,1,0,0,0,
647,Have the most epic entrance whenever you arrive,Have the most epic goodbye whenever you leave,10012,6064,0,1,1,0,0,0,
648,Have all your dreams granted but have a 10% chance of instant death,Be forever cursed with very mild inconveniences,12096,3726,0,1,1,0,0,0,
649,Never have to do laundry,Never have to do dishes,7164,9022,0,1,1,0,0,0,
650,Sneeze uncontrollably for 15 minutes every day at a random time,Suddenly become completely naked for 5 minutes once a month at a random time,11049,5037,0,1,1,0,0,0,
651,Live during the Renaissance,Live during the Industrial Revolution,8418,7543,0,1,1,0,0,0,
652,Be forced to dance every time you hear music,Be forced to sing along to any song you hear,5572,10482,0,1,1,0,0,0,
653,Grow a pumpkin-sized nose when you lie,Grow donkey ears when you're jealous,6242,9668,0,1,1,0,0,0,
654,Make your browsing history public (including incognito and deleted),Never use the internet again,10348,5582,0,1,1,0,0,0,
655,Face a zombie apocalypse,Face a robot apocalypse,11069,4963,0,1,1,0,0,0,
656,Have the ability to transform into anything/anyone,Have the ability to gain any skill instantly,4780,11010,0,1,1,0,0,0,
657,Be forced to high five everyone you make eye contact with,Salute every vehicle you see,9757,6251,0,1,1,0,0,0,
658,Choose your phobias,Have your phobias assigned randomly,14130,1945,0,1,1,0,0,0,
659,Live in an amusement park,Live in a zoo,11866,4332,0,1,1,0,0,0,
660,Be a master of calligraphy,Be a master of origami,7982,8058,0,1,1,0,0,0,
661,Never have to sleep again,Never have to eat again,11671,4587,0,1,1,0,0,0,
662,Never age physically,Never age mentally,12581,3656,0,1,1,0,0,0,
663,Be loved by all,Be respected by all,5893,10367,0,1,1,0,0,0,
664,Lose the ability to use GPS,Lose the ability to use a credit card,9675,6408,0,1,1,0,0,0,
665,Shave your eyebrows once a month,Lose one toe of your choice,6736,9540,0,1,1,0,0,0,
666,Have incredibly strong legs and weak arms,Have incredibly strong arms and weak legs,8652,7427,0,1,1,0,0,0,
667, have smelly feet,bad breath,15895,8808,0,0,0,0,0,0,Weird
668, communicate telepathically,know every single language on the planet,76920,93346,0,0,0,0,0,0,Weird
669, run into an alien,Big Foot,6365,3649,0,0,0,0,0,0,Weird
670, uncontrollably break into song,unexpectedly lose your voice,37294,40609,0,0,0,0,0,0,Weird
671, bounce off of every surface you touch,never be able to jump again,44231,38139,0,0,0,0,0,0,Weird
672, have a one-minute conversation with your past self,your future self,41190,22280,0,0,0,0,0,0,Weird
673, be constantly sticky,constantly itchy,64920,33229,0,0,0,0,0,0,Weird
674, know what your pets think of you,never hear them speak,59835,86019,0,0,0,0,0,0,Weird
675, shout all of the time,only be able to whisper,68069,39346,0,0,0,0,0,0,Weird
676, be a member of the Kardashian family,a member of the Obama family,83204,95309,0,0,0,0,0,0,Weird
677, look like a fish,smell like a fish,85405,71396,0,0,0,0,0,0,Weird
678, be Youtube famous,TikTok famous,72032,61674,0,0,0,0,0,0,Weird
679, be hopelessly lost in an old town,lost in the forest,84578,60720,0,0,0,0,0,0,Weird
680, be chased through a forest by a zombie,by a lion,2847,2399,0,0,0,0,0,0,Weird
681, have only seven fingers,only seven toes,59250,29814,0,0,0,0,0,0,Weird
682, have everything you eat be too sweet,not sweet enough forever,84754,78150,0,0,0,0,0,0,Weird
683, switch your body with your ex,switch your body with your grandma,67535,90654,0,0,0,0,0,0,Weird
684, only watch one single movie for the rest of your life,only eat the same food for the rest of your life,66903,65003,0,0,0,0,0,0,Weird
685, have tons of mediocre friends,one really loyal dog,11494,9303,0,0,0,0,0,0,Weird
686, eat only burgers for a week,only ice cream for a week,3990,2641,0,0,0,0,0,0,Weird
687, have the superpowers of Iron man,Batman,96376,128226,0,0,0,0,0,0,Weird
688, live in a world where it constantly snows,always rains,87413,54334,0,0,0,0,0,0,Weird
689, be able to control fire,control water,8892,12879,0,0,0,0,0,0,Weird
690, live in a world without music,a world without movies,43101,32567,0,0,0,0,0,0,Weird
691, be stuck as a character in Friends,in Breaking Bad,23997,14611,0,0,0,0,0,0,Weird
692, be covered in hair,have no hair at all,23583,27579,0,0,0,0,0,0,Weird
693, eat cold pizza,hot cereal for breakfast,17259,20836,0,0,0,0,0,0,Weird
694, not brush your teeth for a week,not take a shower for two weeks,80177,76009,0,0,0,0,0,0,Weird
695, have a photographic memory,perfect pitch,92167,113205,0,0,0,0,0,0,Weird
696, be on a dating show,a survival show,69579,54247,0,0,0,0,0,0,Weird
697, have your least favorite song played on a constant loop,never listen to music again,66657,86324,0,0,0,0,0,0,Weird
698, always be underdressed,always be overdressed,40857,30121,0,0,0,0,0,0,Weird
699, be able to teleport,have a private plane,45858,29802,0,0,0,0,0,0,Weird
700, be too hot,too cold,71311,101353,0,0,0,0,0,0,Weird
701, be remembered in history books for doing something terrible,be completely forgotten after you die,37165,45140,0,0,0,0,0,0,Weird
702, be a famous artist,a famous athlete,99399,82306,0,0,0,0,0,0,Weird
703, find out a long-standing conspiracy theory was true,find out a juicy piece of gossip only you knew,11634,13446,0,0,0,0,0,0,Weird
704, discover a new planet,find sunken treasure,91487,46760,0,0,0,0,0,0,Weird
705, be able to do any magic occasionally,have the powers of one superhero all the time,89889,100536,0,0,0,0,0,0,Weird
706, live on a boat,in a treehouse,89912,68203,0,0,0,0,0,0,Weird
707, have super weird dreams forever,never dream again,24400,20729,0,0,0,0,0,0,Weird
708, everything you doodled became real,be able to read people闂佺偨鍎茶灑 minds,82898,50717,0,0,0,0,0,0,Weird
709, wear the same color every day for a year,wear the same hairstyle forever,86907,55639,0,0,0,0,0,0,Weird
710, wear heels at the beach,sandals at a muddy outdoor music festival,63804,53145,0,0,0,0,0,0,Weird
711, spend the rest of your life trapped inside,trapped outside,39199,28171,0,0,0,0,0,0,Weird
712, give up breakfast,dinner,38144,21640,0,0,0,0,0,0,Weird
713, spend a full day sitting,standing,62692,33373,0,0,0,0,0,0,Weird
714," live one 1,000-year life",10 100-year lives,2795,2893,0,0,0,0,0,0,Weird
715, give up the internet,your pet,48290,29403,0,0,0,0,0,0,Weird
716, make a movie about your most embarrassing moment,publish your diary,87638,83323,0,0,0,0,0,0,Weird
717, have your hand stuck in a jar,get your head stuck in a bucket,33259,30616,0,0,0,0,0,0,Weird
718, be really fast,ultra strong,61958,43645,0,0,0,0,0,0,Weird
719,be more attractive,more intelligent,38760,22941,0,0,0,0,0,0,for Couples
720,have a fancy night out,a movie night at home,26954,19661,0,0,0,0,0,0,for Couples
721,be with the same person for most of your life,many different people,52351,48838,0,0,0,0,0,0,for Couples
722,give the perfect gift,receive it,8492,7350,0,0,0,0,0,0,for Couples
723,know everything that is happening in your partner's mind,nothing at all,89235,79840,0,0,0,0,0,0,for Couples
724,go on the best ever once,a bunch of better-than-average dates,77473,102072,0,0,0,0,0,0,for Couples
725,celebrate lots of little relationship milestones,just one big one every year,11065,13687,0,0,0,0,0,0,for Couples
726,only be able to text,call me for the rest of your life,70692,43456,0,0,0,0,0,0,for Couples
727,be serenaded by me,your favorite musician,79409,66971,0,0,0,0,0,0,for Couples
728,wear my underwear,go commando,53092,43958,0,0,0,0,0,0,for Couples
729,be constantly surprised,always know what is coming,98906,56363,0,0,0,0,0,0,for Couples
730,go on a romantic and relaxing vacation,a non stop adventure,91082,45747,0,0,0,0,0,0,for Couples
731,your mind stay young forever,your body,87154,66996,0,0,0,0,0,0,for Couples
732,spend your free time with a loved one,alone,50736,74070,0,0,0,0,0,0,for Couples
733,spend time with older,younger people,50115,66581,0,0,0,0,0,0,for Couples
734,receive flowers,chocolate,54368,72335,0,0,0,0,0,0,for Couples
735,have people come to you for practical,sage advice,88039,62161,0,0,0,0,0,0,for Couples
736,be reborn as an animal,an insect,80456,112138,0,0,0,0,0,0,for Couples
737,plan a wedding,a giant birthday party,56144,29750,0,0,0,0,0,0,for Couples
738,have pets,kids,33927,33162,0,0,0,0,0,0,for Couples
739,have someone make you your favorite meal,go out to a new restaurant,75550,60074,0,0,0,0,0,0,for Couples
740,be the loudest,quietest person in the room,43685,64400,0,0,0,0,0,0,for Couples
741,workout with your partner at the gym,go for a jog on your own,49180,68610,0,0,0,0,0,0,for Couples
742,always be late,always be too early,2793,2192,0,0,0,0,0,0,for Couples
743,be an accomplished writer,speaker,95359,116843,0,0,0,0,0,0,for Couples
744,forget the worst moment of your life,remember the best moment of your life,26039,29177,0,0,0,0,0,0,for Couples
745,be 20 for the rest of your life,40,43041,43355,0,0,0,0,0,0,for Couples
746,get a kiss every day,a hug every day,18147,19304,0,0,0,0,0,0,for Couples
747,have your heart broken,break someone else闂佺偨鍎茶灑 heart,15807,13496,0,0,0,0,0,0,for Couples
748,have all the money you could desire,all the love you could desire,44362,45957,0,0,0,0,0,0,for Couples
749,be long distance for a year,spend a month not talking at all,30180,45162,0,0,0,0,0,0,for Couples
750,have separate bedrooms with your partner,share a bedroom,66942,94844,0,0,0,0,0,0,for Couples
751,fulfill your biggest wish,resolve your biggest regret,6876,6113,0,0,0,0,0,0,for Couples
752,marry the person of your dreams,have the career of your dreams,55116,37032,0,0,0,0,0,0,for Couples
753,feel like you know your partner better than anyone,feel like they make you happier every day,58153,51036,0,0,0,0,0,0,for Couples
754,cuddle,make out,5630,7559,0,0,0,0,0,0,for Couples
755,receive money,a gift made by hand,3848,5220,0,0,0,0,0,0,for Couples
756,be feared,loved,98198,62644,0,0,0,0,0,0,for Couples
757,know how you die,when you die,66299,67916,0,0,0,0,0,0,for Couples
758,live in a big city,a small town,73630,97902,0,0,0,0,0,0,for Couples
759,give up social media,be an influencer,95939,116810,0,0,0,0,0,0,for Couples
760,explore the deep sea,outer space,54484,78247,0,0,0,0,0,0,for Couples
761,lose all of the money you earned this year,lose all of the memories you made this year,46676,62691,0,0,0,0,0,0,for Couples
762,ask for help,figure it out on your own,62103,48727,0,0,0,0,0,0,for Couples
763,believe in fate,coincidence,52833,70834,0,0,0,0,0,0,for Couples
764,your partner have an annoying best friend,an intimidating ex,89574,68451,0,0,0,0,0,0,for Couples
765,vacation at the same beautiful beach every year,visit a new unknown place every year,67272,60372,0,0,0,0,0,0,for Couples
766,have a water fight,a food fight with your partner,94309,48009,0,0,0,0,0,0,for Couples
767,travel anywhere you wanted for the rest of your life for free,buy your dream house for free,90184,83715,0,0,0,0,0,0,for Couples
768,be with someone who hates your favorite foods,hates your pet,7492,10274,0,0,0,0,0,0,for Couples
769,trust everyone without a thought,have a hard time trusting people,46817,44965,0,0,0,0,0,0,for Couples
770,your partner could read your mind when you wanted something,gave you a compliment every day,50959,64039,0,0,0,0,0,0,for Couples
771,Be able to fly,be able to breathe underwater,26409,35124,0,1,1,0,0,0,for friends
772,Your crush be able to read your mind,have access to your internet history,63834,36848,0,1,1,0,0,0,for friends
773,Swim in the ocean at night knowing a shark could be nearby,spend the night in a house you believed was haunted,52762,59351,0,1,1,0,0,0,for friends
774,Have been the oldest,youngest child in your family,12788,15352,0,1,1,0,0,0,for friends
775,Have six months of spring,six months of summer,37257,20956,0,1,1,0,0,0,for friends
776,Spend a bunch of money on your wedding,on your honeymoon,52183,66637,0,1,1,0,0,0,for friends
777,Let a spider climb over you,let a snake slither across you,65833,67615,0,1,1,0,0,0,for friends
778,Go a year without desserts,have to eat a spoonful of wasabi every single day,80723,63033,0,1,1,0,0,0,for friends
779,Spend a Friday night out with Lil Nas X,Miley Cyrus,25284,21981,0,1,1,0,0,0,for friends
780,Have to pass out at 9:30 p.m. every night,fall asleep at 3:30 a.m. every night,86302,94814,0,1,1,0,0,0,for friends
781,Kiss your crush after not brushing your teeth for a week,know you won闂佺偨鍎查悰?kiss them at all for the next year,15808,17890,0,1,1,0,0,0,for friends
782,Be brought back as a dog,as a cat in your next life,49911,27767,0,1,1,0,0,0,for friends
783,Have a photographic memory,the ability to read minds,56350,75186,0,1,1,0,0,0,for friends
784,Have breakfast for dinner,dinner for breakfast,72182,70845,0,1,1,0,0,0,for friends
785,Travel only by train,only by boat,95842,59332,0,1,1,0,0,0,for friends
786,Watch only scary movies,only rom-coms for the rest of your life,3011,3240,0,1,1,0,0,0,for friends
787,Live solo on an uninhabited island,live in a city apartment with six roomies and one bathroom,83863,50612,0,1,1,0,0,0,for friends
788,Sing well and dance poorly,sing poorly and dance well,84996,126377,0,1,1,0,0,0,for friends
789,Be able to take back anything you say,listen in on every conversation that is about you,71395,46809,0,1,1,0,0,0,for friends
790,"Be an extra in an acclaimed, Oscar-winning movie",star in a so-bad-it闂佺偨鍎茶灑-good flick,37604,20604,0,1,1,0,0,0,for friends
791,Have to give up coffee,give up pizza for a year,8255,12248,0,1,1,0,0,0,for friends
792,Live in a ritzy hotel,live in a cabin in the woods,39484,41660,0,1,1,0,0,0,for friends
793,Be known for always being honest,always being kind,86081,103754,0,1,1,0,0,0,for friends
794,Be a contestant on Love Island,Love Is Blind,30406,31849,0,1,1,0,0,0,for friends
795,Have to sleep for 15 hours a day,only be able to sleep two hours a night,46943,54537,0,1,1,0,0,0,for friends
796,Only be able to listen to the same song,only be able to watch the same movie for the rest of your life,90835,61789,0,1,1,0,0,0,for friends
797,Have to publicly speak every day,get a visible tattoo you really hated,77471,40785,0,1,1,0,0,0,for friends
798,Have a pool in your backyard,live next to the ocean,31716,21281,0,1,1,0,0,0,for friends
799,Have to post everything in your search history right now,post the names of everyone you闂備胶鍋ㄩ崕鏌ユ偘閻?ever had a crush on,21032,30008,0,1,1,0,0,0,for friends
800,Have to go on 150 first dates in a year,have to automatically spend a year with the next person you go on a date with,29955,43644,0,1,1,0,0,0,for friends
801,Have one best friend but no casual ones,a big group of casual friends but no best friend,72794,79413,0,1,1,0,0,0,for friends
802,Swim with eels,sleep in a bat-filled cave,7500,6920,0,1,1,0,0,0,for friends
803,Be the smartest,the funniest person in the room,42742,36522,0,1,1,0,0,0,for friends
804,Be locked in a room with your ex,go on a date with someone whose political beliefs are the total opposite of yours,51507,26908,0,1,1,0,0,0,for friends
805,Be given a million dollars tomorrow,10 million dollars 10 years from now,4599,5491,0,1,1,0,0,0,for friends
806,Always have to tell the truth even when it闂佺偨鍎查悰?harsh,be someone who compulsively lies,59140,41753,0,1,1,0,0,0,for friends
807,Move to a new city every year,only be able to live in your current city for the rest of your life,29399,27574,0,1,1,0,0,0,for friends
808,Go on tour with your favorite artist,be your favorite actor's go-to red carpet date,32811,21945,0,1,1,0,0,0,for friends
809,Show friends every photo in your phone,read out loud every text you are sent this week,53451,75080,0,1,1,0,0,0,for friends
810,Know how to scuba dive,know how to fly a plane,2657,2825,0,1,1,0,0,0,for friends
811,Take a vow of celibacy,a vow of silence,82118,43259,0,1,1,0,0,0,for friends
812,Watch the sunset,the sunrise,68597,81274,0,1,1,0,0,0,for friends
813,Be best friends with Lizzo,Dolly Parton,21457,31546,0,1,1,0,0,0,for friends
814,Be locked overnight in an amusement park,in a shopping mall,77605,41672,0,1,1,0,0,0,for friends
815,Accidentally like your ex's Instagram pic,your current partner's ex's Instagram pic,61235,80726,0,1,1,0,0,0,for friends
816,Lose your sense of taste,your sense of touch for a year,94279,137412,0,1,1,0,0,0,for friends
817,Be thrown a surprise birthday party,plan your own party from start to finish,38567,42612,0,1,1,0,0,0,for friends
818,Fly first class for one swanky vacation a year,take several cheap trips and backpack,91512,132587,0,1,1,0,0,0,for friends
819,have only cake,only pie as your forever-birthday dessert,4087,3571,0,1,1,0,0,0,for friends
820,have one child,six (no in-between),22499,24696,0,1,1,0,0,0,for friends
821,work for a tough boss you like,an easy boss who annoys you,99622,136227,0,1,1,0,0,0,for friends
822,be unable to remember names,unable to remember faces,70371,79250,0,1,1,0,0,0,for friends
823,go to your dream school and have to take out a bunch of student loans,go to a decent-enough school you have a full ride to,70191,75914,0,1,1,0,0,0,for friends
824,date your favorite celebrity,be best friends with them,45625,42643,0,1,1,0,0,0,for friends
825,publish a best-selling book,direct an Oscar-winning movie,17529,15658,0,1,1,0,0,0,for friends
826,swap wardrobes with Harry Styles,Bella Hadid,80009,87338,0,1,1,0,0,0,for friends
827,be known for having the best music taste,known for having the best fashion sense,3536,2330,0,1,1,0,0,0,for friends
828,be overdressed,underdressed in perpetuity (including when you are at home),76313,44052,0,1,1,0,0,0,for friends
829,spend a month backpacking around Europe,around Asia,19838,26528,0,1,1,0,0,0,for friends
830,have an apartment in Paris,Mexico City,48504,56604,0,1,1,0,0,0,for friends
831,spend the day reading,hiking,39890,25545,0,1,1,0,0,0,for friends
832,take your coffee black,with extra cream and sugar,94760,140559,0,1,1,0,0,0,for friends
833,your pet be able to talk to you,your pet be able to live forever,40864,29439,0,1,1,0,0,0,for friends
834,dub Codename: Kids Next Door,The Proud Family the best 2000s-era cartoon,45814,60317,0,1,1,0,0,0,for friends
835,spend a Saturday with BTS,Shawn Mendes,73844,93413,0,1,1,0,0,0,for friends
836,have to watch only Friends reruns,only The Office reruns for the next year,18689,20061,0,1,1,0,0,0,for friends
837,have spinach stuck in your teeth all day without knowing,toilet paper stuck to your shoe,83089,77757,0,1,1,0,0,0,for friends
838,go to a trivia night,go to a standup show,43625,54448,0,1,1,0,0,0,for friends
839,walk the Great Wall of China,climb the pyramids of Machu Picchu,63308,65482,0,1,1,0,0,0,for friends
840,go on a movie date,a museum date,18811,12826,0,1,1,0,0,0,for friends
841,have a landing strip bikini wax,go au naturel,96852,48727,0,1,1,0,0,0,for friends
842,live alone,live with friends,45336,23367,0,1,1,0,0,0,for friends
843,go back to your elementary school days,jump forward to retired life,54340,27360,0,1,1,0,0,0,for friends
844,eat only Cool Ranch Doritos,eat only Cheetos,10592,6276,0,1,1,0,0,0,for friends
845,be Rihanna,date Rihanna,6202,4285,0,1,1,0,0,0,for friends
846,be abducted by aliens,stranded at sea,85414,69348,0,1,1,0,0,0,for friends
847,spend a rainy day trying out a new recipe,marathoning movies,34684,50087,0,1,1,0,0,0,for friends
848,spend a winter in the snowiest reaches of Canada,a summer in the driest part of the desert,23193,12166,0,1,1,0,0,0,for friends
849,only be able to read 19th century literature,only be able to read comics,51985,62624,0,1,1,0,0,0,for friends
850,live next door to your BFF,live in different cities but have a perfect excuse to visit a cool place often,73091,40560,0,1,1,0,0,0,for friends
851,only be able to take three-hour baths,three-minute showers (no in-between),11193,7283,0,1,1,0,0,0,for friends
852,have a messy house you ree not responsible for cleaning,have a super tidy house that is only ever cleaned by you,35877,34477,0,1,1,0,0,0,for friends
853,date an Aries,date a Libra,10829,6824,0,1,1,0,0,0,for friends
854,date a Taurus,date a Scorpio,45117,23343,0,1,1,0,0,0,for friends
855,date a Gemini,date a Sagittarius,27851,22022,0,1,1,0,0,0,for friends
856,date a Cancer,date a Capricorn,78169,93833,0,1,1,0,0,0,for friends
857,date a Leo,date an Aquarius,5901,5757,0,1,1,0,0,0,for friends
858,date a Virgo,date a Pisces,49789,63649,0,1,1,0,0,0,for friends
859,be 10 centimeters tall,10 feet tall,51093,55139,0,1,1,0,0,0,for friends
860,be able to paint really well,be able to sculpt really well,10747,14090,0,1,1,0,0,0,for friends
861,furnish your dream home in antiques,"in cutting-edge, modern designs",88991,132041,0,1,1,0,0,0,for friends
862,have a mountain view,lit-up skyscrapers outside your bedroom window,90012,115322,0,1,1,0,0,0,for friends
863,be the planmaker in your friend group,be the jokester in your friend group,2468,1633,0,1,1,0,0,0,for friends
864,have a tiny home with a big yard or garden,have a big house but no outdoor space,76529,94031,0,1,1,0,0,0,for friends
865,go on a Tinder date with someone holding a fish in their photo,go on a Tinder date with someone who really wants to talk about your natal chart,13503,19873,0,1,1,0,0,0,Funny
866,be someone who compulsively laughs during sad moments,who cries whenever someone makes a joke,11066,15707,0,1,1,0,0,0,Funny
867,get to go to outer space in your lifetime,make it so billionaires would never be allowed to go to space,99257,143477,0,1,1,0,0,0,Funny
868,date someone who hates dogs,who has seven dogs at all times,53021,76237,0,1,1,0,0,0,Funny
869,be that couple known for constant PDA,known for referring to each other by especially bad pet names,50400,47877,0,1,1,0,0,0,Funny
870,always feel like you are about to sneeze,always have an itch just out of scratching reach,55709,59144,0,1,1,0,0,0,Funny
871,get back together with your ex,have to listen to only Christmas songs for a year,56761,59405,0,1,1,0,0,0,Funny
872,be covered in fur,covered in scales,70413,88213,0,1,1,0,0,0,Funny
873,eat rotten eggs,drink sour milk,95385,63031,0,1,1,0,0,0,Funny
874,wear only sequined clothing,only all-black clothing for a year,68127,53572,0,1,1,0,0,0,Funny
875,only be able to go on cruises,only be able to go to Disney World for vacations,3151,1580,0,1,1,0,0,0,Funny
876,talk like Minnie Mouse when you are angry,laugh just like Spongebob,87242,130856,0,1,1,0,0,0,Funny
877,only be able to speak in Twilight movie quotes,only be able to speak in riddles,54121,27937,0,1,1,0,0,0,Funny
878,only be able to read romance novels,only be able to watch reality dating shows for a year,58435,85397,0,1,1,0,0,0,Funny
879,be in extreme heat in a snowsuit,in extreme cold in a swimsuit,32193,20239,0,1,1,0,0,0,Funny
880,be able to eat only Hawaiian pizza,only pizza that is doused in ranch,80838,80153,0,1,1,0,0,0,Funny
881,drink mayo through a straw,slurp down your favorite soda like soup with a spoon,72715,53377,0,1,1,0,0,0,Funny
882,be trapped in a rom com with people you hate,trapped in a horror movie with people you love,83713,115704,0,1,1,0,0,0,Funny
883,let your mother,your ex create your next online dating profile,82850,121059,0,1,1,0,0,0,Funny
884,give up showering for a month,give up the internet for a month,28351,19353,0,1,1,0,0,0,Funny
885,have to read your middle school diary aloud to your friends,watch only the National Treasure movies for the next year,26045,38339,0,1,1,0,0,0,Funny
886,have teeth that are unusually pointy,hair that is always wet,32317,24467,0,1,1,0,0,0,Funny
887,accidentally send a sext to your mom,to your boss,6049,5863,0,1,1,0,0,0,Funny
888,brush your teeth with mustard,wash your hair with relish,1250,1637,0,1,1,0,0,0,Funny
889,have to battle one bear-sized duck,10 duck-sized bears,66717,50255,0,1,1,0,0,0,Funny
890,compulsively slip into a Batman voice whenever you are horny,compulsively talk like Yoda in job interviews,46275,30943,0,1,1,0,0,0,Funny
891,have only used toothbrushes,used underwear at your disposal for a week,5337,3228,0,1,1,0,0,0,Funny
892,wear only gowns at home,only sweats when out,20156,22853,0,1,1,0,0,0,Funny
893,always have damp socks,always have a pebble in your shoe,56656,77340,0,1,1,0,0,0,Funny
894,spend a year in a convent,a year living in a Las Vegas hotel-casino,3443,2934,0,1,1,0,0,0,Funny
895,eat BBQ for breakfast,pastries for dinner,53322,56036,0,1,1,0,0,0,Funny
896,date someone with a visible tattoo of their ex闂佺偨鍎查悰?name,get a tattoo of your current partner's name,9762,5461,0,1,1,0,0,0,Funny
897,have hands for feet,ears for elbows,59738,37999,0,1,1,0,0,0,Funny
898,have more time,more money,85167,109799,0,1,1,0,0,0,Deep
899,elope,have 300 people at your wedding,69142,47855,0,1,1,0,0,0,Deep
900,be able to predict the future,forget anything you wanted from your past,72889,97834,0,1,1,0,0,0,Deep
901,have a pause button,a rewind button on your life,9535,9956,0,1,1,0,0,0,Deep
902,have your dream home,have the funds to travel as much as you wanted,44178,35385,0,1,1,0,0,0,Deep
903,never age,never have to worry about money,51393,56142,0,1,1,0,0,0,Deep
904,be rich and hate what you do,have just enough to make ends meet and love what you do,78881,99844,0,1,1,0,0,0,Deep
905,find true love,find the thing in life you are most talented at,29224,25763,0,1,1,0,0,0,Deep
906,travel back in time to meet your ancestors,travel forward in time to meet your descendants,35347,46896,0,1,1,0,0,0,Deep
907,fall in love multiple times,be able to love only one person,91847,108676,0,1,1,0,0,0,Deep
908,be buried,cremated one day,56673,65557,0,1,1,0,0,0,Deep
909,let bygones be bygones,get the final word,26746,19254,0,1,1,0,0,0,Deep
910,be able to speak any language you wanted,play any instrument you wanted,23149,25644,0,1,1,0,0,0,Deep
911,be CEO of your own company,be paid a good salary to not have to work a ton in a less-senior role,98216,146487,0,1,1,0,0,0,Deep
912,be remembered for the wrong reason,completely forgotten,68485,74401,0,1,1,0,0,0,Deep
913,know for certain what happens when we die but not be able to tell others,only be able to guess what happens just like everyone else,65517,56048,0,1,1,0,0,0,Deep
914,live near family,be far from family but living exactly where you wanted,9923,14169,0,1,1,0,0,0,Deep
915,be surrounded by other people 75% of the time,alone 75% of the time,9640,9431,0,1,1,0,0,0,Deep
916,be extremely talented at one thing only,pretty decent at a large number of things,27763,33105,0,1,1,0,0,0,Deep
917,be able to see other people's futures,be able to see your own,57779,67536,0,1,1,0,0,0,Deep
918,be shown love in gifts,through words of affirmation,31077,44707,0,1,1,0,0,0,Deep
919,win a top prize for a work of art you are created,earn a patent for an invention you are made,49215,50079,0,1,1,0,0,0,Deep
920,be endlessly lucky,know youa are earned everything you are achieved,88323,105052,0,1,1,0,0,0,Deep
921,find meaning in what you accomplish in life,in who you surround yourself with,66487,51315,0,1,1,0,0,0,Deep
922,"marry for love, for practical purposes",never get married at all,59375,36521,0,1,1,0,0,0,Deep
923,find meaning in religion,be comfortable with atheism,12038,8446,0,1,1,0,0,0,Deep
924,people laughed,cried at your funeral,91780,49890,0,1,1,0,0,0,Deep
925,be able to see 10 minutes into the future,be able to erase three mistakes from your past,70688,73648,0,1,1,0,0,0,Deep
926,see prisons abolished,health care made free first,69549,55539,0,1,1,0,0,0,Deep
927,be single for 10 years,"have three relationships in 10 years that, going into them, you knew would all end",86127,81558,0,1,1,0,0,0,Deep
928,spend all the money you made in life,have something to leave behind,3473,5061,0,1,1,0,0,0,Deep
929,die before,after your partner,92758,73729,0,1,1,0,0,0,Deep
930,never make a new friend but keep pouring into the ones you have now,"continue to expand your circle, knowing some friendships will fall off",93108,71905,0,1,1,0,0,0,Deep
931,dismantle systems of oppression from the inside,the outside,88768,59689,0,1,1,0,0,0,Deep
932,Have pizza for breakfast,Have pancakes for dinner,75453,103680,0,1,1,0,0,0,Food
933,Eat spaghetti with meatballs,Eat tacos with all the toppings,57558,70355,0,1,1,0,0,0,Food
934,Have a chocolate milkshake,Have a strawberry smoothie,20458,13496,0,1,1,0,0,0,Food
935,Eat a big bowl of popcorn,Eat a plate of nachos with cheese,82845,79936,0,1,1,0,0,0,Food
936,Have a giant cookie,Have a slice of cake with sprinkles,26192,24434,0,1,1,0,0,0,Food
937,Snack on carrot sticks with ranch dip,Snack on celery sticks with peanut butter,512,631,0,1,1,0,0,0,Food
938,Have a hot dog at a baseball game,Have a burger at a barbecue,33596,40346,0,1,1,0,0,0,Food
