number,option1,option2,option1Votes,option2Votes,recommended,active,available,hidden,like,dislike,cat
628,Have all your shirts be 2 sizes too big,Have all your pants be 2 sizes too small,14788,1331,0,1,1,0,0,0,
629,Travel with a circus,Travel with a band,3329,12876,0,1,1,0,0,0,
630,Lose your sense of smell,Lose your sense of taste,12382,3728,0,1,1,0,0,0,
631,Own your dream house,Own your dream car,13766,2571,0,1,1,0,0,0,
632,Live the same day over and over again for one year,Lose a year of your life,6821,9300,0,1,1,0,0,0,
633,Be a famous inventor,Be a famous writer,11731,4515,0,1,1,0,0,0,
634,Have a head the size of a tennis ball,Have a head the size of a watermelon,2592,13352,0,1,1,0,0,0,
635,Give up your favorite food forever,Give up your favorite drink forever,4419,11638,0,1,1,0,0,0,
636,Never be able to go out during the day,Never be able to go out at night,4301,11763,0,1,1,0,0,0,
637,Be half your weight,Double your weight,9495,6600,0,1,1,0,0,0,
638,Wrestle an alligator,Wrestle a bear,10457,5671,0,1,1,0,0,0,
639,Sneeze every time you greet someone,Burp every time you dismiss someone (e.g. say bye),9540,6471,0,1,1,0,0,0,
640,Own a private island,Own a private jet,10846,5377,0,1,1,0,0,0,
641,Be a genius that nobody believes,Be an idiot that everyone believes,11218,4987,0,1,1,0,0,0,
642,Become a stranger's puppet for a day,Be locked in a small room for a day with only water,4180,11695,0,1,1,0,0,0,
643,Stand all day,Sit all day,5676,10482,0,1,1,0,0,0,
644,"Win $50,000","Let your best friend win $500,000",6091,10034,0,1,1,0,0,0,
645,Face your biggest fear once,Have constant small fears daily,13156,2771,0,1,1,0,0,0,
646,Move to a new city or town every week,Never be able to leave the city or town you were born in,8509,7445,0,1,1,0,0,0,
647,Have the most epic entrance whenever you arrive,Have the most epic goodbye whenever you leave,10012,6064,0,1,1,0,0,0,
648,Have all your dreams granted but have a 10% chance of instant death,Be forever cursed with very mild inconveniences,12096,3726,0,1,1,0,0,0,
649,Never have to do laundry,Never have to do dishes,7164,9022,0,1,1,0,0,0,
650,Sneeze uncontrollably for 15 minutes every day at a random time,Suddenly become completely naked for 5 minutes once a month at a random time,11049,5037,0,1,1,0,0,0,
651,Live during the Renaissance,Live during the Industrial Revolution,8418,7543,0,1,1,0,0,0,
652,Be forced to dance every time you hear music,Be forced to sing along to any song you hear,5572,10482,0,1,1,0,0,0,
653,Grow a pumpkin-sized nose when you lie,Grow donkey ears when you're jealous,6242,9668,0,1,1,0,0,0,
654,Make your browsing history public (including incognito and deleted),Never use the internet again,10348,5582,0,1,1,0,0,0,
655,Face a zombie apocalypse,Face a robot apocalypse,11069,4963,0,1,1,0,0,0,
656,Have the ability to transform into anything/anyone,Have the ability to gain any skill instantly,4780,11010,0,1,1,0,0,0,
657,Be forced to high five everyone you make eye contact with,Salute every vehicle you see,9757,6251,0,1,1,0,0,0,
658,Choose your phobias,Have your phobias assigned randomly,14130,1945,0,1,1,0,0,0,
659,Live in an amusement park,Live in a zoo,11866,4332,0,1,1,0,0,0,
660,Be a master of calligraphy,Be a master of origami,7982,8058,0,1,1,0,0,0,
661,Never have to sleep again,Never have to eat again,11671,4587,0,1,1,0,0,0,
662,Never age physically,Never age mentally,12581,3656,0,1,1,0,0,0,
663,Be loved by all,Be respected by all,5893,10367,0,1,1,0,0,0,
664,Lose the ability to use GPS,Lose the ability to use a credit card,9675,6408,0,1,1,0,0,0,
665,Shave your eyebrows once a month,Lose one toe of your choice,6736,9540,0,1,1,0,0,0,
666,Have incredibly strong legs and weak arms,Have incredibly strong arms and weak legs,8652,7427,0,1,1,0,0,0,
667, have smelly feet,bad breath,0,0,0,0,0,0,0,0,Weird
668, communicate telepathically,know every single language on the planet,0,0,0,0,0,0,0,0,Weird
669, run into an alien,Big Foot,0,0,0,0,0,0,0,0,Weird
670, uncontrollably break into song,unexpectedly lose your voice,0,0,0,0,0,0,0,0,Weird
671, bounce off of every surface you touch,never be able to jump again,0,0,0,0,0,0,0,0,Weird
672, have a one-minute conversation with your past self,your future self,0,0,0,0,0,0,0,0,Weird
673, be constantly sticky,constantly itchy,0,0,0,0,0,0,0,0,Weird
674, know what your pets think of you,never hear them speak,0,0,0,0,0,0,0,0,Weird
675, shout all of the time,only be able to whisper,0,0,0,0,0,0,0,0,Weird
676, be a member of the Kardashian family,a member of the Obama family,0,0,0,0,0,0,0,0,Weird
677, look like a fish,smell like a fish,0,0,0,0,0,0,0,0,Weird
678, be Youtube famous,TikTok famous,0,0,0,0,0,0,0,0,Weird
679, be hopelessly lost in an old town,lost in the forest,0,0,0,0,0,0,0,0,Weird
680, be chased through a forest by a zombie,by a lion,0,0,0,0,0,0,0,0,Weird
681, have only seven fingers,only seven toes,0,0,0,0,0,0,0,0,Weird
682, have everything you eat be too sweet,not sweet enough forever,0,0,0,0,0,0,0,0,Weird
683, switch your body with your ex,switch your body with your grandma,0,0,0,0,0,0,0,0,Weird
684, only watch one single movie for the rest of your life,only eat the same food for the rest of your life,0,0,0,0,0,0,0,0,Weird
685, have tons of mediocre friends,one really loyal dog,0,0,0,0,0,0,0,0,Weird
686, eat only burgers for a week,only ice cream for a week,0,0,0,0,0,0,0,0,Weird
687, have the superpowers of Iron man,Batman,0,0,0,0,0,0,0,0,Weird
688, live in a world where it constantly snows,always rains,0,0,0,0,0,0,0,0,Weird
689, be able to control fire,control water,0,0,0,0,0,0,0,0,Weird
690, live in a world without music,a world without movies,0,0,0,0,0,0,0,0,Weird
691, be stuck as a character in Friends,in Breaking Bad,0,0,0,0,0,0,0,0,Weird
692, be covered in hair,have no hair at all,0,0,0,0,0,0,0,0,Weird
693, eat cold pizza,hot cereal for breakfast,0,0,0,0,0,0,0,0,Weird
694, not brush your teeth for a week,not take a shower for two weeks,0,0,0,0,0,0,0,0,Weird
695, have a photographic memory,perfect pitch,0,0,0,0,0,0,0,0,Weird
696, be on a dating show,a survival show,0,0,0,0,0,0,0,0,Weird
697, have your least favorite song played on a constant loop,never listen to music again,0,0,0,0,0,0,0,0,Weird
698, always be underdressed,always be overdressed,0,0,0,0,0,0,0,0,Weird
699, be able to teleport,have a private plane,0,0,0,0,0,0,0,0,Weird
700, be too hot,too cold,0,0,0,0,0,0,0,0,Weird
701, be remembered in history books for doing something terrible,be completely forgotten after you die,0,0,0,0,0,0,0,0,Weird
702, be a famous artist,a famous athlete,0,0,0,0,0,0,0,0,Weird
703, find out a long-standing conspiracy theory was true,find out a juicy piece of gossip only you knew,0,0,0,0,0,0,0,0,Weird
704, discover a new planet,find sunken treasure,0,0,0,0,0,0,0,0,Weird
705, be able to do any magic occasionally,have the powers of one superhero all the time,0,0,0,0,0,0,0,0,Weird
706, live on a boat,in a treehouse,0,0,0,0,0,0,0,0,Weird
707, have super weird dreams forever,never dream again,0,0,0,0,0,0,0,0,Weird
708, everything you doodled became real,be able to read people鈥榮 minds,0,0,0,0,0,0,0,0,Weird
709, wear the same color every day for a year,wear the same hairstyle forever,0,0,0,0,0,0,0,0,Weird
710, wear heels at the beach,sandals at a muddy outdoor music festival,0,0,0,0,0,0,0,0,Weird
711, spend the rest of your life trapped inside,trapped outside,0,0,0,0,0,0,0,0,Weird
712, give up breakfast,dinner,0,0,0,0,0,0,0,0,Weird
713, spend a full day sitting,standing,0,0,0,0,0,0,0,0,Weird
714," live one 1,000-year life",10 100-year lives,0,0,0,0,0,0,0,0,Weird
715, give up the internet,your pet,0,0,0,0,0,0,0,0,Weird
716, make a movie about your most embarrassing moment,publish your diary,0,0,0,0,0,0,0,0,Weird
717, have your hand stuck in a jar,get your head stuck in a bucket,0,0,0,0,0,0,0,0,Weird
718, be really fast,ultra strong,0,0,0,0,0,0,0,0,Weird
719,be more attractive,more intelligent,0,0,0,0,0,0,0,0,for Couples
720,have a fancy night out,a movie night at home,0,0,0,0,0,0,0,0,for Couples
721,be with the same person for most of your life,many different people,0,0,0,0,0,0,0,0,for Couples
722,give the perfect gift,receive it,0,0,0,0,0,0,0,0,for Couples
723,know everything that is happening in your partner's mind,nothing at all,0,0,0,0,0,0,0,0,for Couples
724,go on the best ever once,a bunch of better-than-average dates,0,0,0,0,0,0,0,0,for Couples
725,celebrate lots of little relationship milestones,just one big one every year,0,0,0,0,0,0,0,0,for Couples
726,only be able to text,call me for the rest of your life,0,0,0,0,0,0,0,0,for Couples
727,be serenaded by me,your favorite musician,0,0,0,0,0,0,0,0,for Couples
728,wear my underwear,go commando,0,0,0,0,0,0,0,0,for Couples
729,be constantly surprised,always know what is coming,0,0,0,0,0,0,0,0,for Couples
730,go on a romantic and relaxing vacation,a non stop adventure,0,0,0,0,0,0,0,0,for Couples
731,your mind stay young forever,your body,0,0,0,0,0,0,0,0,for Couples
732,spend your free time with a loved one,alone,0,0,0,0,0,0,0,0,for Couples
733,spend time with older,younger people,0,0,0,0,0,0,0,0,for Couples
734,receive flowers,chocolate,0,0,0,0,0,0,0,0,for Couples
735,have people come to you for practical,sage advice,0,0,0,0,0,0,0,0,for Couples
736,be reborn as an animal,an insect,0,0,0,0,0,0,0,0,for Couples
737,plan a wedding,a giant birthday party,0,0,0,0,0,0,0,0,for Couples
738,have pets,kids,0,0,0,0,0,0,0,0,for Couples
739,have someone make you your favorite meal,go out to a new restaurant,0,0,0,0,0,0,0,0,for Couples
740,be the loudest,quietest person in the room,0,0,0,0,0,0,0,0,for Couples
741,workout with your partner at the gym,go for a jog on your own,0,0,0,0,0,0,0,0,for Couples
742,always be late,always be too early,0,0,0,0,0,0,0,0,for Couples
743,be an accomplished writer,speaker,0,0,0,0,0,0,0,0,for Couples
744,forget the worst moment of your life,remember the best moment of your life,0,0,0,0,0,0,0,0,for Couples
745,be 20 for the rest of your life,40,0,0,0,0,0,0,0,0,for Couples
746,get a kiss every day,a hug every day,0,0,0,0,0,0,0,0,for Couples
747,have your heart broken,break someone else鈥榮 heart,0,0,0,0,0,0,0,0,for Couples
748,have all the money you could desire,all the love you could desire,0,0,0,0,0,0,0,0,for Couples
749,be long distance for a year,spend a month not talking at all,0,0,0,0,0,0,0,0,for Couples
750,have separate bedrooms with your partner,share a bedroom,0,0,0,0,0,0,0,0,for Couples
751,fulfill your biggest wish,resolve your biggest regret,0,0,0,0,0,0,0,0,for Couples
752,marry the person of your dreams,have the career of your dreams,0,0,0,0,0,0,0,0,for Couples
753,feel like you know your partner better than anyone,feel like they make you happier every day,0,0,0,0,0,0,0,0,for Couples
754,cuddle,make out,0,0,0,0,0,0,0,0,for Couples
755,receive money,a gift made by hand,0,0,0,0,0,0,0,0,for Couples
756,be feared,loved,0,0,0,0,0,0,0,0,for Couples
757,know how you die,when you die,0,0,0,0,0,0,0,0,for Couples
758,live in a big city,a small town,0,0,0,0,0,0,0,0,for Couples
759,give up social media,be an influencer,0,0,0,0,0,0,0,0,for Couples
760,explore the deep sea,outer space,0,0,0,0,0,0,0,0,for Couples
761,lose all of the money you earned this year,lose all of the memories you made this year,0,0,0,0,0,0,0,0,for Couples
762,ask for help,figure it out on your own,0,0,0,0,0,0,0,0,for Couples
763,believe in fate,coincidence,0,0,0,0,0,0,0,0,for Couples
764,your partner have an annoying best friend,an intimidating ex,0,0,0,0,0,0,0,0,for Couples
765,vacation at the same beautiful beach every year,visit a new unknown place every year,0,0,0,0,0,0,0,0,for Couples
766,have a water fight,a food fight with your partner,0,0,0,0,0,0,0,0,for Couples
767,travel anywhere you wanted for the rest of your life for free,buy your dream house for free,0,0,0,0,0,0,0,0,for Couples
768,be with someone who hates your favorite foods,hates your pet,0,0,0,0,0,0,0,0,for Couples
769,trust everyone without a thought,have a hard time trusting people,0,0,0,0,0,0,0,0,for Couples
770,your partner could read your mind when you wanted something,gave you a compliment every day,0,0,0,0,0,0,0,0,for Couples
771,Be able to fly,be able to breathe underwater,0,0,0,1,1,0,0,0,for friends
772,Your crush be able to read your mind,have access to your internet history,0,0,0,1,1,0,0,0,for friends
773,Swim in the ocean at night knowing a shark could be nearby,spend the night in a house you believed was haunted,0,0,0,1,1,0,0,0,for friends
774,Have been the oldest,youngest child in your family,0,0,0,1,1,0,0,0,for friends
775,Have six months of spring,six months of summer,0,0,0,1,1,0,0,0,for friends
776,Spend a bunch of money on your wedding,on your honeymoon,0,0,0,1,1,0,0,0,for friends
777,Let a spider climb over you,let a snake slither across you,0,0,0,1,1,0,0,0,for friends
778,Go a year without desserts,have to eat a spoonful of wasabi every single day,0,0,0,1,1,0,0,0,for friends
779,Spend a Friday night out with Lil Nas X,Miley Cyrus,0,0,0,1,1,0,0,0,for friends
780,Have to pass out at 9:30 p.m. every night,fall asleep at 3:30 a.m. every night,0,0,0,1,1,0,0,0,for friends
781,Kiss your crush after not brushing your teeth for a week,know you won鈥檛 kiss them at all for the next year,0,0,0,1,1,0,0,0,for friends
782,Be brought back as a dog,as a cat in your next life,0,0,0,1,1,0,0,0,for friends
783,Have a photographic memory,the ability to read minds,0,0,0,1,1,0,0,0,for friends
784,Have breakfast for dinner,dinner for breakfast,0,0,0,1,1,0,0,0,for friends
785,Travel only by train,only by boat,0,0,0,1,1,0,0,0,for friends
786,Watch only scary movies,only rom-coms for the rest of your life,0,0,0,1,1,0,0,0,for friends
787,Live solo on an uninhabited island,live in a city apartment with six roomies and one bathroom,0,0,0,1,1,0,0,0,for friends
788,Sing well and dance poorly,sing poorly and dance well,0,0,0,1,1,0,0,0,for friends
789,Be able to take back anything you say,listen in on every conversation that is about you,0,0,0,1,1,0,0,0,for friends
790,"Be an extra in an acclaimed, Oscar-winning movie",star in a so-bad-it鈥榮-good flick,0,0,0,1,1,0,0,0,for friends
791,Have to give up coffee,give up pizza for a year,0,0,0,1,1,0,0,0,for friends
792,Live in a ritzy hotel,live in a cabin in the woods,0,0,0,1,1,0,0,0,for friends
793,Be known for always being honest,always being kind,0,0,0,1,1,0,0,0,for friends
794,Be a contestant on Love Island,Love Is Blind,0,0,0,1,1,0,0,0,for friends
795,Have to sleep for 15 hours a day,only be able to sleep two hours a night,0,0,0,1,1,0,0,0,for friends
796,Only be able to listen to the same song,only be able to watch the same movie for the rest of your life,0,0,0,1,1,0,0,0,for friends
797,Have to publicly speak every day,get a visible tattoo you really hated,0,0,0,1,1,0,0,0,for friends
798,Have a pool in your backyard,live next to the ocean,0,0,0,1,1,0,0,0,for friends
799,Have to post everything in your search history right now,post the names of everyone you閳ユ獫e ever had a crush on,0,0,0,1,1,0,0,0,for friends
800,Have to go on 150 first dates in a year,have to automatically spend a year with the next person you go on a date with,0,0,0,1,1,0,0,0,for friends
801,Have one best friend but no casual ones,a big group of casual friends but no best friend,0,0,0,1,1,0,0,0,for friends
802,Swim with eels,sleep in a bat-filled cave,0,0,0,1,1,0,0,0,for friends
803,Be the smartest,the funniest person in the room,0,0,0,1,1,0,0,0,for friends
804,Be locked in a room with your ex,go on a date with someone whose political beliefs are the total opposite of yours,0,0,0,1,1,0,0,0,for friends
805,Be given a million dollars tomorrow,10 million dollars 10 years from now,0,0,0,1,1,0,0,0,for friends
806,Always have to tell the truth even when it鈥檚 harsh,be someone who compulsively lies,0,0,0,1,1,0,0,0,for friends
807,Move to a new city every year,only be able to live in your current city for the rest of your life,0,0,0,1,1,0,0,0,for friends
808,Go on tour with your favorite artist,be your favorite actor's go-to red carpet date,0,0,0,1,1,0,0,0,for friends
809,Show friends every photo in your phone,read out loud every text you are sent this week,0,0,0,1,1,0,0,0,for friends
810,Know how to scuba dive,know how to fly a plane,0,0,0,1,1,0,0,0,for friends
811,Take a vow of celibacy,a vow of silence,0,0,0,1,1,0,0,0,for friends
812,Watch the sunset,the sunrise,0,0,0,1,1,0,0,0,for friends
813,Be best friends with Lizzo,Dolly Parton,0,0,0,1,1,0,0,0,for friends
814,Be locked overnight in an amusement park,in a shopping mall,0,0,0,1,1,0,0,0,for friends
815,Accidentally like your ex's Instagram pic,your current partner's ex's Instagram pic,0,0,0,1,1,0,0,0,for friends
816,Lose your sense of taste,your sense of touch for a year,0,0,0,1,1,0,0,0,for friends
817,Be thrown a surprise birthday party,plan your own party from start to finish,0,0,0,1,1,0,0,0,for friends
818,Fly first class for one swanky vacation a year,take several cheap trips and backpack,0,0,0,1,1,0,0,0,for friends
819,have only cake,only pie as your forever-birthday dessert,0,0,0,1,1,0,0,0,for friends
820,have one child,six (no in-between),0,0,0,1,1,0,0,0,for friends
821,work for a tough boss you like,an easy boss who annoys you,0,0,0,1,1,0,0,0,for friends
822,be unable to remember names,unable to remember faces,0,0,0,1,1,0,0,0,for friends
823,go to your dream school and have to take out a bunch of student loans,go to a decent-enough school you have a full ride to,0,0,0,1,1,0,0,0,for friends
824,date your favorite celebrity,be best friends with them,0,0,0,1,1,0,0,0,for friends
825,publish a best-selling book,direct an Oscar-winning movie,0,0,0,1,1,0,0,0,for friends
826,swap wardrobes with Harry Styles,Bella Hadid,0,0,0,1,1,0,0,0,for friends
827,be known for having the best music taste,known for having the best fashion sense,0,0,0,1,1,0,0,0,for friends
828,be overdressed,underdressed in perpetuity (including when you are at home),0,0,0,1,1,0,0,0,for friends
829,spend a month backpacking around Europe,around Asia,0,0,0,1,1,0,0,0,for friends
830,have an apartment in Paris,Mexico City,0,0,0,1,1,0,0,0,for friends
831,spend the day reading,hiking,0,0,0,1,1,0,0,0,for friends
832,take your coffee black,with extra cream and sugar,0,0,0,1,1,0,0,0,for friends
833,your pet be able to talk to you,your pet be able to live forever,0,0,0,1,1,0,0,0,for friends
834,dub Codename: Kids Next Door,The Proud Family the best 2000s-era cartoon,0,0,0,1,1,0,0,0,for friends
835,spend a Saturday with BTS,Shawn Mendes,0,0,0,1,1,0,0,0,for friends
836,have to watch only Friends reruns,only The Office reruns for the next year,0,0,0,1,1,0,0,0,for friends
837,have spinach stuck in your teeth all day without knowing,toilet paper stuck to your shoe,0,0,0,1,1,0,0,0,for friends
838,go to a trivia night,go to a standup show,0,0,0,1,1,0,0,0,for friends
839,walk the Great Wall of China,climb the pyramids of Machu Picchu,0,0,0,1,1,0,0,0,for friends
840,go on a movie date,a museum date,0,0,0,1,1,0,0,0,for friends
841,have a landing strip bikini wax,go au naturel,0,0,0,1,1,0,0,0,for friends
842,live alone,live with friends,0,0,0,1,1,0,0,0,for friends
843,go back to your elementary school days,jump forward to retired life,0,0,0,1,1,0,0,0,for friends
844,eat only Cool Ranch Doritos,eat only Cheetos,0,0,0,1,1,0,0,0,for friends
845,be Rihanna,date Rihanna,0,0,0,1,1,0,0,0,for friends
846,be abducted by aliens,stranded at sea,0,0,0,1,1,0,0,0,for friends
847,spend a rainy day trying out a new recipe,marathoning movies,0,0,0,1,1,0,0,0,for friends
848,spend a winter in the snowiest reaches of Canada,a summer in the driest part of the desert,0,0,0,1,1,0,0,0,for friends
849,only be able to read 19th century literature,only be able to read comics,0,0,0,1,1,0,0,0,for friends
850,live next door to your BFF,live in different cities but have a perfect excuse to visit a cool place often,0,0,0,1,1,0,0,0,for friends
851,only be able to take three-hour baths,three-minute showers (no in-between),0,0,0,1,1,0,0,0,for friends
852,have a messy house you ree not responsible for cleaning,have a super tidy house that is only ever cleaned by you,0,0,0,1,1,0,0,0,for friends
853,date an Aries,date a Libra,0,0,0,1,1,0,0,0,for friends
854,date a Taurus,date a Scorpio,0,0,0,1,1,0,0,0,for friends
855,date a Gemini,date a Sagittarius,0,0,0,1,1,0,0,0,for friends
856,date a Cancer,date a Capricorn,0,0,0,1,1,0,0,0,for friends
857,date a Leo,date an Aquarius,0,0,0,1,1,0,0,0,for friends
858,date a Virgo,date a Pisces,0,0,0,1,1,0,0,0,for friends
859,be 10 centimeters tall,10 feet tall,0,0,0,1,1,0,0,0,for friends
860,be able to paint really well,be able to sculpt really well,0,0,0,1,1,0,0,0,for friends
861,furnish your dream home in antiques,"in cutting-edge, modern designs",0,0,0,1,1,0,0,0,for friends
862,have a mountain view,lit-up skyscrapers outside your bedroom window,0,0,0,1,1,0,0,0,for friends
863,be the planmaker in your friend group,be the jokester in your friend group,0,0,0,1,1,0,0,0,for friends
864,have a tiny home with a big yard or garden,have a big house but no outdoor space,0,0,0,1,1,0,0,0,for friends
865,go on a Tinder date with someone holding a fish in their photo,go on a Tinder date with someone who really wants to talk about your natal chart,0,0,0,1,1,0,0,0,Funny
866,be someone who compulsively laughs during sad moments,who cries whenever someone makes a joke,0,0,0,1,1,0,0,0,Funny
867,get to go to outer space in your lifetime,make it so billionaires would never be allowed to go to space,0,0,0,1,1,0,0,0,Funny
868,date someone who hates dogs,who has seven dogs at all times,0,0,0,1,1,0,0,0,Funny
869,be that couple known for constant PDA,known for referring to each other by especially bad pet names,0,0,0,1,1,0,0,0,Funny
870,always feel like you are about to sneeze,always have an itch just out of scratching reach,0,0,0,1,1,0,0,0,Funny
871,get back together with your ex,have to listen to only Christmas songs for a year,0,0,0,1,1,0,0,0,Funny
872,be covered in fur,covered in scales,0,0,0,1,1,0,0,0,Funny
873,eat rotten eggs,drink sour milk,0,0,0,1,1,0,0,0,Funny
874,wear only sequined clothing,only all-black clothing for a year,0,0,0,1,1,0,0,0,Funny
875,only be able to go on cruises,only be able to go to Disney World for vacations,0,0,0,1,1,0,0,0,Funny
876,talk like Minnie Mouse when you are angry,laugh just like Spongebob,0,0,0,1,1,0,0,0,Funny
877,only be able to speak in Twilight movie quotes,only be able to speak in riddles,0,0,0,1,1,0,0,0,Funny
878,only be able to read romance novels,only be able to watch reality dating shows for a year,0,0,0,1,1,0,0,0,Funny
879,be in extreme heat in a snowsuit,in extreme cold in a swimsuit,0,0,0,1,1,0,0,0,Funny
880,be able to eat only Hawaiian pizza,only pizza that is doused in ranch,0,0,0,1,1,0,0,0,Funny
881,drink mayo through a straw,slurp down your favorite soda like soup with a spoon,0,0,0,1,1,0,0,0,Funny
882,be trapped in a rom com with people you hate,trapped in a horror movie with people you love,0,0,0,1,1,0,0,0,Funny
883,let your mother,your ex create your next online dating profile,0,0,0,1,1,0,0,0,Funny
884,give up showering for a month,give up the internet for a month,0,0,0,1,1,0,0,0,Funny
885,have to read your middle school diary aloud to your friends,watch only the National Treasure movies for the next year,0,0,0,1,1,0,0,0,Funny
886,have teeth that are unusually pointy,hair that is always wet,0,0,0,1,1,0,0,0,Funny
887,accidentally send a sext to your mom,to your boss,0,0,0,1,1,0,0,0,Funny
888,brush your teeth with mustard,wash your hair with relish,0,0,0,1,1,0,0,0,Funny
889,have to battle one bear-sized duck,10 duck-sized bears,0,0,0,1,1,0,0,0,Funny
890,compulsively slip into a Batman voice whenever you are horny,compulsively talk like Yoda in job interviews,0,0,0,1,1,0,0,0,Funny
891,have only used toothbrushes,used underwear at your disposal for a week,0,0,0,1,1,0,0,0,Funny
892,wear only gowns at home,only sweats when out,0,0,0,1,1,0,0,0,Funny
893,always have damp socks,always have a pebble in your shoe,0,0,0,1,1,0,0,0,Funny
894,spend a year in a convent,a year living in a Las Vegas hotel-casino,0,0,0,1,1,0,0,0,Funny
895,eat BBQ for breakfast,pastries for dinner,0,0,0,1,1,0,0,0,Funny
896,date someone with a visible tattoo of their ex鈥檚 name,get a tattoo of your current partner's name,0,0,0,1,1,0,0,0,Funny
897,have hands for feet,ears for elbows,0,0,0,1,1,0,0,0,Funny
898,have more time,more money,0,0,0,1,1,0,0,0,Deep
899,elope,have 300 people at your wedding,0,0,0,1,1,0,0,0,Deep
900,be able to predict the future,forget anything you wanted from your past,0,0,0,1,1,0,0,0,Deep
901,have a pause button,a rewind button on your life,0,0,0,1,1,0,0,0,Deep
902,have your dream home,have the funds to travel as much as you wanted,0,0,0,1,1,0,0,0,Deep
903,never age,never have to worry about money,0,0,0,1,1,0,0,0,Deep
904,be rich and hate what you do,have just enough to make ends meet and love what you do,0,0,0,1,1,0,0,0,Deep
905,find true love,find the thing in life you are most talented at,0,0,0,1,1,0,0,0,Deep
906,travel back in time to meet your ancestors,travel forward in time to meet your descendants,0,0,0,1,1,0,0,0,Deep
907,fall in love multiple times,be able to love only one person,0,0,0,1,1,0,0,0,Deep
908,be buried,cremated one day,0,0,0,1,1,0,0,0,Deep
909,let bygones be bygones,get the final word,0,0,0,1,1,0,0,0,Deep
910,be able to speak any language you wanted,play any instrument you wanted,0,0,0,1,1,0,0,0,Deep
911,be CEO of your own company,be paid a good salary to not have to work a ton in a less-senior role,0,0,0,1,1,0,0,0,Deep
912,be remembered for the wrong reason,completely forgotten,0,0,0,1,1,0,0,0,Deep
913,know for certain what happens when we die but not be able to tell others,only be able to guess what happens just like everyone else,0,0,0,1,1,0,0,0,Deep
914,live near family,be far from family but living exactly where you wanted,0,0,0,1,1,0,0,0,Deep
915,be surrounded by other people 75% of the time,alone 75% of the time,0,0,0,1,1,0,0,0,Deep
916,be extremely talented at one thing only,pretty decent at a large number of things,0,0,0,1,1,0,0,0,Deep
917,be able to see other people's futures,be able to see your own,0,0,0,1,1,0,0,0,Deep
918,be shown love in gifts,through words of affirmation,0,0,0,1,1,0,0,0,Deep
919,win a top prize for a work of art you are created,earn a patent for an invention you are made,0,0,0,1,1,0,0,0,Deep
920,be endlessly lucky,know youa are earned everything you are achieved,0,0,0,1,1,0,0,0,Deep
921,find meaning in what you accomplish in life,in who you surround yourself with,0,0,0,1,1,0,0,0,Deep
922,"marry for love, for practical purposes",never get married at all,0,0,0,1,1,0,0,0,Deep
923,find meaning in religion,be comfortable with atheism,0,0,0,1,1,0,0,0,Deep
924,people laughed,cried at your funeral,0,0,0,1,1,0,0,0,Deep
925,be able to see 10 minutes into the future,be able to erase three mistakes from your past,0,0,0,1,1,0,0,0,Deep
926,see prisons abolished,health care made free first,0,0,0,1,1,0,0,0,Deep
927,be single for 10 years,"have three relationships in 10 years that, going into them, you knew would all end",0,0,0,1,1,0,0,0,Deep
928,spend all the money you made in life,have something to leave behind,0,0,0,1,1,0,0,0,Deep
929,die before,after your partner,0,0,0,1,1,0,0,0,Deep
930,never make a new friend but keep pouring into the ones you have now,"continue to expand your circle, knowing some friendships will fall off",0,0,0,1,1,0,0,0,Deep
931,dismantle systems of oppression from the inside,the outside,0,0,0,1,1,0,0,0,Deep
932,Have pizza for breakfast,Have pancakes for dinner,0,0,0,1,1,0,0,0,Food
933,Eat spaghetti with meatballs,Eat tacos with all the toppings,0,0,0,1,1,0,0,0,Food
934,Have a chocolate milkshake,Have a strawberry smoothie,0,0,0,1,1,0,0,0,Food
935,Eat a big bowl of popcorn,Eat a plate of nachos with cheese,0,0,0,1,1,0,0,0,Food
936,Have a giant cookie,Have a slice of cake with sprinkles,0,0,0,1,1,0,0,0,Food
937,Snack on carrot sticks with ranch dip,Snack on celery sticks with peanut butter,0,0,0,1,1,0,0,0,Food
938,Have a hot dog at a baseball game,Have a burger at a barbecue,0,0,0,1,1,0,0,0,Food
939,Eat a rainbow of colorful fruits,Eat a plate of cheesy macaroni,0,0,0,1,1,0,0,0,Food
940,Try sushi for the first time,Eat a delicious taco,0,0,0,1,1,0,0,0,Food
941,Have a picnic with sandwiches,Have a picnic with sushi rolls,0,0,0,1,1,0,0,0,Food
942,Have a watermelon eating contest,Have a strawberry picking adventure,0,0,0,1,1,0,0,0,Food
943,Sip on lemonade,Enjoy a refreshing glass of apple cider,0,0,0,1,1,0,0,0,Food
944,Make your own pizza from scratch,Bake your own batch of cookies,0,0,0,1,1,0,0,0,Food
945,Have a banana split with all the toppings,Build your own ice cream sundae,0,0,0,1,1,0,0,0,Food
946,Try a new vegetable every day for a week,Taste a new dessert every day for a week,0,0,0,1,1,0,0,0,Food
947,Play soccer on a sunny day,Ice skate on a frozen pond,0,0,0,1,1,0,0,0,Sport
948,Win a gold medal in the Olympics,Score the winning goal in a championship game,0,0,0,1,1,0,0,0,Sport
949,Be a professional basketball player,Be a famous gymnast,0,0,0,1,1,0,0,0,Sport
950,Go surfing at the beach,Snowboard in the mountains,0,0,0,1,1,0,0,0,Sport
951,Swim with dolphins,Ride a horse,0,0,0,1,1,0,0,0,Sport
